model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,sccs,size1,size2,size3,date
-bakery.6,11845035,40400559,ufscc,8,568.156,-1,-1,-1,2636212,2636197,0,0,2019-11-05.12:40:07
-cambridge.6,3354295,9483191,ufscc,8,104.397,-1,-1,-1,8413,8412,0,0,2019-11-05.12:40:08
dbpedia,3966925,13820853,ufscc,8,97.957,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.12:40:09
dbpedia-link,18268993,172183984,ufscc,8,1752.384,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.12:40:16
-leader-filters.7,26302351,91692858,ufscc,8,481.685,-1,-1,-1,26302351,26302351,0,0,2019-11-05.12:40:20
livej,4847571,68993773,ufscc,8,1141.064,-1,-1,-1,971232,947776,16875,3280,2019-11-05.12:40:23
patent,3774768,16518948,ufscc,8,200.366,-1,-1,-1,3774768,3774768,0,0,2019-11-05.12:40:24
pokec,1632804,30622564,ufscc,8,473.057,-1,-1,-1,325893,323799,1904,151,2019-11-05.12:40:25
random,10000001,100000000,ufscc,8,3320.273,-1,-1,-1,877,876,0,0,2019-11-05.12:40:33
rmat,9999994,100000000,ufscc,8,2985.335,-1,-1,-1,2247072,2247071,0,0,2019-11-05.12:40:39
ssca2,1048577,157877986,ufscc,8,488.405,-1,-1,-1,31,29,1,0,2019-11-05.12:40:44
wiki_link_en,12150977,378142420,ufscc,8,2748.765,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.12:40:57
wiki-links,5710993,130160392,ufscc,8,1319.776,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.12:41:03
wiki_talk_en,2987536,24981163,ufscc,8,179.663,-1,-1,-1,2736716,2735641,992,58,2019-11-05.12:41:05
youtube-links,1138500,4942297,ufscc,8,79.644,-1,-1,-1,613423,602053,8696,1709,2019-11-05.12:41:05
baidu,2141301,17794839,fasttrim,10,25.045,598975,-1,598975,0,0,0,0,2019-11-05.12:41:06
-bakery.6,11845035,40400559,fasttrim,10,86.287,2636196,-1,2636196,0,0,0,0,2019-11-05.12:41:07
-cambridge.6,3354295,9483191,fasttrim,10,22.897,8412,-1,8412,0,0,0,0,2019-11-05.12:41:08
dbpedia,3966925,13820853,fasttrim,10,45.247,1437127,-1,1437127,0,0,0,0,2019-11-05.12:41:09
dbpedia-link,18268993,172183984,fasttrim,10,190.56,8143619,-1,8143619,0,0,0,0,2019-11-05.12:41:16
-leader-filters.7,26302351,91692858,fasttrim,10,239.413,26302351,-1,26302351,0,0,0,0,2019-11-05.12:41:20
livej,4847571,68993773,fasttrim,10,61.669,592952,-1,592952,0,0,0,0,2019-11-05.12:41:22
patent,3774768,16518948,fasttrim,10,212.849,3774768,-1,3774768,0,0,0,0,2019-11-05.12:41:23
pokec,1632804,30622564,fasttrim,10,16.87,212042,-1,212042,0,0,0,0,2019-11-05.12:41:24
random,10000001,100000000,fasttrim,10,177.024,455,-1,455,0,0,0,0,2019-11-05.12:41:28
rmat,9999994,100000000,fasttrim,10,158.504,2203713,-1,2203713,0,0,0,0,2019-11-05.12:41:32
ssca2,1048577,157877986,fasttrim,10,19.448,11,-1,11,0,0,0,0,2019-11-05.12:41:36
wiki_link_en,12150977,378142420,fasttrim,10,151.97,37102,-1,37102,0,0,0,0,2019-11-05.12:41:47
wiki-links,5710993,130160392,fasttrim,10,70.197,7415,-1,7415,0,0,0,0,2019-11-05.12:41:51
wiki_talk_en,2987536,24981163,fasttrim,10,7.348,2611598,-1,2611598,0,0,0,0,2019-11-05.12:41:53
youtube-links,1138500,4942297,fasttrim,10,8.272,600414,-1,600414,0,0,0,0,2019-11-05.12:41:53
baidu,2141301,17794839,trim,10,30.907,598975,9,598975,598975,598975,0,0,2019-11-05.12:41:54
-bakery.6,11845035,40400559,trim,10,702.076,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.12:41:56
-cambridge.6,3354295,9483191,trim,10,222.996,8412,65,8412,8412,8412,0,0,2019-11-05.12:41:57
dbpedia,3966925,13820853,trim,10,474.758,1437127,110,1437127,1437127,1437127,0,0,2019-11-05.12:41:58
dbpedia-link,18268993,172183984,trim,10,170.793,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.12:42:04
-leader-filters.7,26302351,91692858,trim,10,1283.424,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.12:42:09
livej,4847571,68993773,trim,10,92.145,592952,8,592952,592952,592952,0,0,2019-11-05.12:42:11
patent,3774768,16518948,trim,10,95.568,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.12:42:12
pokec,1632804,30622564,trim,10,21.495,212042,5,212042,212042,212042,0,0,2019-11-05.12:42:13
random,10000001,100000000,trim,10,55.448,455,2,455,455,455,0,0,2019-11-05.12:42:17
rmat,9999994,100000000,trim,10,156.901,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.12:42:21
ssca2,1048577,157877986,trim,10,6.962,11,2,11,11,11,0,0,2019-11-05.12:42:25
wiki_link_en,12150977,378142420,trim,10,138.437,37102,4,37102,37102,37102,0,0,2019-11-05.12:42:36
wiki-links,5710993,130160392,trim,10,60.258,7415,4,7415,7415,7415,0,0,2019-11-05.12:42:40
wiki_talk_en,2987536,24981163,trim,10,15.259,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.12:42:42
youtube-links,1138500,4942297,trim,10,7.611,600414,6,600414,600414,600414,0,0,2019-11-05.12:42:42
baidu,2141301,17794839,ufscc,10,140.758,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.12:42:43
-bakery.6,11845035,40400559,ufscc,10,449.6,-1,-1,-1,2636212,2636197,0,0,2019-11-05.12:42:45
-cambridge.6,3354295,9483191,ufscc,10,112.635,-1,-1,-1,8413,8412,0,0,2019-11-05.12:42:45
dbpedia,3966925,13820853,ufscc,10,80.636,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.12:42:46
dbpedia-link,18268993,172183984,ufscc,10,1393.418,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.12:42:53
-leader-filters.7,26302351,91692858,ufscc,10,386.986,-1,-1,-1,26302351,26302351,0,0,2019-11-05.12:42:57
livej,4847571,68993773,ufscc,10,733.745,-1,-1,-1,971232,947776,16875,3280,2019-11-05.12:42:59
patent,3774768,16518948,ufscc,10,164.326,-1,-1,-1,3774768,3774768,0,0,2019-11-05.12:43:00
pokec,1632804,30622564,ufscc,10,344.294,-1,-1,-1,325893,323799,1904,151,2019-11-05.12:43:02
random,10000001,100000000,ufscc,10,2318.877,-1,-1,-1,877,876,0,0,2019-11-05.12:43:08
rmat,9999994,100000000,ufscc,10,2080.53,-1,-1,-1,2247072,2247071,0,0,2019-11-05.12:43:14
ssca2,1048577,157877986,ufscc,10,406.326,-1,-1,-1,31,29,1,0,2019-11-05.12:43:18
wiki_link_en,12150977,378142420,ufscc,10,2677.854,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.12:43:32
wiki-links,5710993,130160392,ufscc,10,1152.834,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.12:43:37
wiki_talk_en,2987536,24981163,ufscc,10,155.964,-1,-1,-1,2736716,2735641,992,58,2019-11-05.12:43:39
youtube-links,1138500,4942297,ufscc,10,61.359,-1,-1,-1,613423,602053,8696,1709,2019-11-05.12:43:39
baidu,2141301,17794839,fasttrim,12,23.481,598975,-1,598975,0,0,0,0,2019-11-05.12:43:40
-bakery.6,11845035,40400559,fasttrim,12,77.574,2636196,-1,2636196,0,0,0,0,2019-11-05.12:43:42
-cambridge.6,3354295,9483191,fasttrim,12,20.703,8412,-1,8412,0,0,0,0,2019-11-05.12:43:42
dbpedia,3966925,13820853,fasttrim,12,43.909,1437127,-1,1437127,0,0,0,0,2019-11-05.12:43:43
dbpedia-link,18268993,172183984,fasttrim,12,174.828,8143619,-1,8143619,0,0,0,0,2019-11-05.12:43:48
-leader-filters.7,26302351,91692858,fasttrim,12,226.656,26302351,-1,26302351,0,0,0,0,2019-11-05.12:43:52
livej,4847571,68993773,fasttrim,12,55.692,592952,-1,592952,0,0,0,0,2019-11-05.12:43:54
patent,3774768,16518948,fasttrim,12,173.898,3774768,-1,3774768,0,0,0,0,2019-11-05.12:43:55
pokec,1632804,30622564,fasttrim,12,14.952,212042,-1,212042,0,0,0,0,2019-11-05.12:43:56
random,10000001,100000000,fasttrim,12,152.72,455,-1,455,0,0,0,0,2019-11-05.12:44:00
rmat,9999994,100000000,fasttrim,12,142.055,2203713,-1,2203713,0,0,0,0,2019-11-05.12:44:04
ssca2,1048577,157877986,fasttrim,12,16.599,11,-1,11,0,0,0,0,2019-11-05.12:44:08
wiki_link_en,12150977,378142420,fasttrim,12,141.229,37102,-1,37102,0,0,0,0,2019-11-05.12:44:19
wiki-links,5710993,130160392,fasttrim,12,63.345,7415,-1,7415,0,0,0,0,2019-11-05.12:44:23
wiki_talk_en,2987536,24981163,fasttrim,12,6.561,2611598,-1,2611598,0,0,0,0,2019-11-05.12:44:25
youtube-links,1138500,4942297,fasttrim,12,7.298,600414,-1,600414,0,0,0,0,2019-11-05.12:44:25
baidu,2141301,17794839,trim,12,26.95,598975,9,598975,598975,598975,0,0,2019-11-05.12:44:26
-bakery.6,11845035,40400559,trim,12,640.678,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.12:44:28
-cambridge.6,3354295,9483191,trim,12,189.266,8412,65,8412,8412,8412,0,0,2019-11-05.12:44:28
dbpedia,3966925,13820853,trim,12,402.126,1437127,110,1437127,1437127,1437127,0,0,2019-11-05.12:44:30
dbpedia-link,18268993,172183984,trim,12,143.887,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.12:44:35
-leader-filters.7,26302351,91692858,trim,12,1178.335,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.12:44:40
livej,4847571,68993773,trim,12,90.92,592952,8,592952,592952,592952,0,0,2019-11-05.12:44:42
patent,3774768,16518948,trim,12,85.226,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.12:44:43
pokec,1632804,30622564,trim,12,21.834,212042,5,212042,212042,212042,0,0,2019-11-05.12:44:44
random,10000001,100000000,trim,12,48.363,455,2,455,455,455,0,0,2019-11-05.12:44:48
rmat,9999994,100000000,trim,12,139.037,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.12:44:52
ssca2,1048577,157877986,trim,12,13.192,11,2,11,11,11,0,0,2019-11-05.12:44:56
wiki_link_en,12150977,378142420,trim,12,103.055,37102,4,37102,37102,37102,0,0,2019-11-05.12:45:07
wiki-links,5710993,130160392,trim,12,51.897,7415,4,7415,7415,7415,0,0,2019-11-05.12:45:11
wiki_talk_en,2987536,24981163,trim,12,12.644,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.12:45:13
youtube-links,1138500,4942297,trim,12,6.814,600414,6,600414,600414,600414,0,0,2019-11-05.12:45:13
baidu,2141301,17794839,ufscc,12,137.297,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.12:45:14
-bakery.6,11845035,40400559,ufscc,12,374.203,-1,-1,-1,2636212,2636197,0,0,2019-11-05.12:45:16
-cambridge.6,3354295,9483191,ufscc,12,79.349,-1,-1,-1,8413,8412,0,0,2019-11-05.12:45:17
dbpedia,3966925,13820853,ufscc,12,72.951,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.12:45:17
dbpedia-link,18268993,172183984,ufscc,12,1281.035,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.12:45:24
-leader-filters.7,26302351,91692858,ufscc,12,345.19,-1,-1,-1,26302351,26302351,0,0,2019-11-05.12:45:28
livej,4847571,68993773,ufscc,12,627.292,-1,-1,-1,971232,947776,16875,3280,2019-11-05.12:45:30
patent,3774768,16518948,ufscc,12,140.729,-1,-1,-1,3774768,3774768,0,0,2019-11-05.12:45:31
pokec,1632804,30622564,ufscc,12,287.741,-1,-1,-1,325893,323799,1904,151,2019-11-05.12:45:33
random,10000001,100000000,ufscc,12,2036.217,-1,-1,-1,877,876,0,0,2019-11-05.12:45:38
rmat,9999994,100000000,ufscc,12,1987.427,-1,-1,-1,2247072,2247071,0,0,2019-11-05.12:45:44
ssca2,1048577,157877986,ufscc,12,351.694,-1,-1,-1,31,29,1,0,2019-11-05.12:45:49
wiki_link_en,12150977,378142420,ufscc,12,1788.279,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.12:46:01
wiki-links,5710993,130160392,ufscc,12,992.297,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.12:46:06
wiki_talk_en,2987536,24981163,ufscc,12,138.49,-1,-1,-1,2736716,2735641,992,58,2019-11-05.12:46:08
youtube-links,1138500,4942297,ufscc,12,55.037,-1,-1,-1,613423,602053,8696,1709,2019-11-05.12:46:08
baidu,2141301,17794839,fasttrim,14,22.158,598975,-1,598975,0,0,0,0,2019-11-05.12:46:09
-bakery.6,11845035,40400559,fasttrim,14,74.248,2636196,-1,2636196,0,0,0,0,2019-11-05.12:46:11
-cambridge.6,3354295,9483191,fasttrim,14,19.63,8412,-1,8412,0,0,0,0,2019-11-05.12:46:11
dbpedia,3966925,13820853,fasttrim,14,43.77,1437127,-1,1437127,0,0,0,0,2019-11-05.12:46:12
dbpedia-link,18268993,172183984,fasttrim,14,167.65,8143619,-1,8143619,0,0,0,0,2019-11-05.12:46:18
-leader-filters.7,26302351,91692858,fasttrim,14,199.288,26302351,-1,26302351,0,0,0,0,2019-11-05.12:46:21
livej,4847571,68993773,fasttrim,14,50.389,592952,-1,592952,0,0,0,0,2019-11-05.12:46:24
patent,3774768,16518948,fasttrim,14,189.515,3774768,-1,3774768,0,0,0,0,2019-11-05.12:46:24
pokec,1632804,30622564,fasttrim,14,14.173,212042,-1,212042,0,0,0,0,2019-11-05.12:46:26
random,10000001,100000000,fasttrim,14,143.053,455,-1,455,0,0,0,0,2019-11-05.12:46:29
rmat,9999994,100000000,fasttrim,14,135.428,2203713,-1,2203713,0,0,0,0,2019-11-05.12:46:33
ssca2,1048577,157877986,fasttrim,14,15.323,11,-1,11,0,0,0,0,2019-11-05.12:46:38
wiki_link_en,12150977,378142420,fasttrim,14,122.67,37102,-1,37102,0,0,0,0,2019-11-05.12:46:49
wiki-links,5710993,130160392,fasttrim,14,56.77,7415,-1,7415,0,0,0,0,2019-11-05.12:46:53
wiki_talk_en,2987536,24981163,fasttrim,14,6.281,2611598,-1,2611598,0,0,0,0,2019-11-05.12:46:55
youtube-links,1138500,4942297,fasttrim,14,6.648,600414,-1,600414,0,0,0,0,2019-11-05.12:46:55
baidu,2141301,17794839,trim,14,26.345,598975,9,598975,598975,598975,0,0,2019-11-05.12:46:56
-bakery.6,11845035,40400559,trim,14,648.602,2636196,48,2636196,2636196,2636196,0,0,2019-11-05.12:46:58
-cambridge.6,3354295,9483191,trim,14,191.901,8412,65,8412,8412,8412,0,0,2019-11-05.12:46:59
dbpedia,3966925,13820853,trim,14,373.896,1437127,108,1437127,1437127,1437127,0,0,2019-11-05.12:47:00
dbpedia-link,18268993,172183984,trim,14,138.281,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.12:47:06
-leader-filters.7,26302351,91692858,trim,14,1209.105,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.12:47:10
livej,4847571,68993773,trim,14,79.616,592952,8,592952,592952,592952,0,0,2019-11-05.12:47:12
patent,3774768,16518948,trim,14,80.773,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.12:47:13
pokec,1632804,30622564,trim,14,19.366,212042,5,212042,212042,212042,0,0,2019-11-05.12:47:14
random,10000001,100000000,trim,14,47.288,455,2,455,455,455,0,0,2019-11-05.12:47:18
rmat,9999994,100000000,trim,14,134.692,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.12:47:22
ssca2,1048577,157877986,trim,14,6.391,11,2,11,11,11,0,0,2019-11-05.12:47:26
wiki_link_en,12150977,378142420,trim,14,99.621,37102,4,37102,37102,37102,0,0,2019-11-05.12:47:37
wiki-links,5710993,130160392,trim,14,49.641,7415,4,7415,7415,7415,0,0,2019-11-05.12:47:41
wiki_talk_en,2987536,24981163,trim,14,11.426,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.12:47:43
youtube-links,1138500,4942297,trim,14,6.646,600414,6,600414,600414,600414,0,0,2019-11-05.12:47:43
baidu,2141301,17794839,ufscc,14,104.707,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.12:47:44
-bakery.6,11845035,40400559,ufscc,14,327.333,-1,-1,-1,2636212,2636197,0,0,2019-11-05.12:47:46
-cambridge.6,3354295,9483191,ufscc,14,68.874,-1,-1,-1,8413,8412,0,0,2019-11-05.12:47:46
dbpedia,3966925,13820853,ufscc,14,67.549,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.12:47:47
dbpedia-link,18268993,172183984,ufscc,14,1004.681,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.12:47:53
-leader-filters.7,26302351,91692858,ufscc,14,322.422,-1,-1,-1,26302351,26302351,0,0,2019-11-05.12:47:57
livej,4847571,68993773,ufscc,14,548.679,-1,-1,-1,971232,947776,16875,3280,2019-11-05.12:48:00
patent,3774768,16518948,ufscc,14,129.108,-1,-1,-1,3774768,3774768,0,0,2019-11-05.12:48:01
pokec,1632804,30622564,ufscc,14,264.513,-1,-1,-1,325893,323799,1904,151,2019-11-05.12:48:02
random,10000001,100000000,ufscc,14,1737.959,-1,-1,-1,877,876,0,0,2019-11-05.12:48:07
rmat,9999994,100000000,ufscc,14,1656.745,-1,-1,-1,2247072,2247071,0,0,2019-11-05.12:48:13
ssca2,1048577,157877986,ufscc,14,281.013,-1,-1,-1,31,29,1,0,2019-11-05.12:48:17
wiki_link_en,12150977,378142420,ufscc,14,1493.085,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.12:48:29
wiki-links,5710993,130160392,ufscc,14,787.37,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.12:48:34
wiki_talk_en,2987536,24981163,ufscc,14,132.796,-1,-1,-1,2736716,2735641,992,58,2019-11-05.12:48:36
youtube-links,1138500,4942297,ufscc,14,55.262,-1,-1,-1,613423,602053,8696,1709,2019-11-05.12:48:37
baidu,2141301,17794839,fasttrim,16,21.998,598975,-1,598975,0,0,0,0,2019-11-05.12:48:37
-bakery.6,11845035,40400559,fasttrim,16,69.519,2636196,-1,2636196,0,0,0,0,2019-11-05.12:48:39
-cambridge.6,3354295,9483191,fasttrim,16,18.721,8412,-1,8412,0,0,0,0,2019-11-05.12:48:39
dbpedia,3966925,13820853,fasttrim,16,44.647,1437127,-1,1437127,0,0,0,0,2019-11-05.12:48:40
dbpedia-link,18268993,172183984,fasttrim,16,162.659,8143619,-1,8143619,0,0,0,0,2019-11-05.12:48:46
-leader-filters.7,26302351,91692858,fasttrim,16,184.403,26302351,-1,26302351,0,0,0,0,2019-11-05.12:48:49
livej,4847571,68993773,fasttrim,16,47.477,592952,-1,592952,0,0,0,0,2019-11-05.12:48:51
patent,3774768,16518948,fasttrim,16,173.481,3774768,-1,3774768,0,0,0,0,2019-11-05.12:48:52
pokec,1632804,30622564,fasttrim,16,13.763,212042,-1,212042,0,0,0,0,2019-11-05.12:48:53
random,10000001,100000000,fasttrim,16,138.291,455,-1,455,0,0,0,0,2019-11-05.12:48:57
rmat,9999994,100000000,fasttrim,16,125.142,2203713,-1,2203713,0,0,0,0,2019-11-05.12:49:01
ssca2,1048577,157877986,fasttrim,16,14.204,11,-1,11,0,0,0,0,2019-11-05.12:49:05
wiki_link_en,12150977,378142420,fasttrim,16,123.341,37102,-1,37102,0,0,0,0,2019-11-05.12:49:16
wiki-links,5710993,130160392,fasttrim,16,53.988,7415,-1,7415,0,0,0,0,2019-11-05.12:49:20
wiki_talk_en,2987536,24981163,fasttrim,16,6.105,2611598,-1,2611598,0,0,0,0,2019-11-05.12:49:22
youtube-links,1138500,4942297,fasttrim,16,6.689,600414,-1,600414,0,0,0,0,2019-11-05.12:49:22
baidu,2141301,17794839,trim,16,25.903,598975,9,598975,598975,598975,0,0,2019-11-05.12:49:23
-bakery.6,11845035,40400559,trim,16,642.082,2636196,48,2636196,2636196,2636196,0,0,2019-11-05.12:49:25
-cambridge.6,3354295,9483191,trim,16,188.426,8412,65,8412,8412,8412,0,0,2019-11-05.12:49:26
dbpedia,3966925,13820853,trim,16,362.013,1437127,112,1437127,1437127,1437127,0,0,2019-11-05.12:49:27
dbpedia-link,18268993,172183984,trim,16,135.077,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.12:49:32
-leader-filters.7,26302351,91692858,trim,16,1191.569,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.12:49:37
livej,4847571,68993773,trim,16,78.665,592952,8,592952,592952,592952,0,0,2019-11-05.12:49:39
patent,3774768,16518948,trim,16,78.432,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.12:49:40
pokec,1632804,30622564,trim,16,19.122,212042,5,212042,212042,212042,0,0,2019-11-05.12:49:41
random,10000001,100000000,trim,16,47.444,455,2,455,455,455,0,0,2019-11-05.12:49:45
rmat,9999994,100000000,trim,16,132.182,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.12:49:49
ssca2,1048577,157877986,trim,16,6.24,11,2,11,11,11,0,0,2019-11-05.12:49:53
wiki_link_en,12150977,378142420,trim,16,91.396,37102,4,37102,37102,37102,0,0,2019-11-05.12:50:04
wiki-links,5710993,130160392,trim,16,49.043,7415,4,7415,7415,7415,0,0,2019-11-05.12:50:08
wiki_talk_en,2987536,24981163,trim,16,11.259,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.12:50:10
youtube-links,1138500,4942297,trim,16,6.407,600414,6,600414,600414,600414,0,0,2019-11-05.12:50:10
baidu,2141301,17794839,ufscc,16,95.206,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.12:50:11
-bakery.6,11845035,40400559,ufscc,16,348.647,-1,-1,-1,2636212,2636197,0,0,2019-11-05.12:50:13
-cambridge.6,3354295,9483191,ufscc,16,70.073,-1,-1,-1,8413,8412,0,0,2019-11-05.12:50:13
dbpedia,3966925,13820853,ufscc,16,57.76,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.12:50:14
dbpedia-link,18268993,172183984,ufscc,16,908.804,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.12:50:21
-leader-filters.7,26302351,91692858,ufscc,16,295.907,-1,-1,-1,26302351,26302351,0,0,2019-11-05.12:50:24
livej,4847571,68993773,ufscc,16,483.053,-1,-1,-1,971232,947776,16875,3280,2019-11-05.12:50:27
patent,3774768,16518948,ufscc,16,121.811,-1,-1,-1,3774768,3774768,0,0,2019-11-05.12:50:28
pokec,1632804,30622564,ufscc,16,223.334,-1,-1,-1,325893,323799,1904,151,2019-11-05.12:50:29
random,10000001,100000000,ufscc,16,1651.378,-1,-1,-1,877,876,0,0,2019-11-05.12:50:34
rmat,9999994,100000000,ufscc,16,1553.855,-1,-1,-1,2247072,2247071,0,0,2019-11-05.12:50:40
ssca2,1048577,157877986,ufscc,16,291.287,-1,-1,-1,31,29,1,0,2019-11-05.12:50:44
wiki_link_en,12150977,378142420,ufscc,16,1645.101,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.12:50:56
wiki-links,5710993,130160392,ufscc,16,684.183,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.12:51:01
wiki_talk_en,2987536,24981163,ufscc,16,123.636,-1,-1,-1,2736716,2735641,992,58,2019-11-05.12:51:03
youtube-links,1138500,4942297,ufscc,16,45.822,-1,-1,-1,613423,602053,8696,1709,2019-11-05.12:51:03
baidu,2141301,17794839,tarjan,1,403.5,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.12:51:05
-bakery.6,11845035,40400559,tarjan,1,896.399,-1,-1,-1,2636212,2636197,0,0,2019-11-05.12:51:07
-cambridge.6,3354295,9483191,tarjan,1,157.236,-1,-1,-1,8413,8412,0,0,2019-11-05.12:51:08
dbpedia,3966925,13820853,tarjan,1,268.195,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.12:51:09
dbpedia-link,18268993,172183984,tarjan,1,4601.946,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.12:51:19
-leader-filters.7,26302351,91692858,tarjan,1,942.456,-1,-1,-1,26302351,26302351,0,0,2019-11-05.12:51:24
livej,4847571,68993773,tarjan,1,2418.106,-1,-1,-1,971232,947776,16875,3280,2019-11-05.12:51:29
patent,3774768,16518948,tarjan,1,831.759,-1,-1,-1,3774768,3774768,0,0,2019-11-05.12:51:30
pokec,1632804,30622564,tarjan,1,1075.34,-1,-1,-1,325893,323799,1904,151,2019-11-05.12:51:32
random,10000001,100000000,tarjan,1,23794.798,-1,-1,-1,877,876,0,0,2019-11-05.12:52:00
rmat,9999994,100000000,tarjan,1,16414.954,-1,-1,-1,2247072,2247071,0,0,2019-11-05.12:52:21
ssca2,1048577,157877986,tarjan,1,863.348,-1,-1,-1,31,29,1,0,2019-11-05.12:52:26
wiki_link_en,12150977,378142420,tarjan,1,6895.857,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.12:52:44
wiki-links,5710993,130160392,tarjan,1,4535.54,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.12:52:53
wiki_talk_en,2987536,24981163,tarjan,1,430.842,-1,-1,-1,2736716,2735641,992,58,2019-11-05.12:52:56
youtube-links,1138500,4942297,tarjan,1,184.76,-1,-1,-1,613423,602053,8696,1709,2019-11-05.12:52:56
baidu,2141301,17794839,fasttrim,1,99.75,598975,-1,598975,0,0,0,0,2019-11-05.12:52:57
-bakery.6,11845035,40400559,fasttrim,1,497.9,2636196,-1,2636196,0,0,0,0,2019-11-05.12:52:59
-cambridge.6,3354295,9483191,fasttrim,1,146.864,8412,-1,8412,0,0,0,0,2019-11-05.12:53:00
dbpedia,3966925,13820853,fasttrim,1,142.088,1437127,-1,1437127,0,0,0,0,2019-11-05.12:53:01
dbpedia-link,18268993,172183984,fasttrim,1,1106.892,8143619,-1,8143619,0,0,0,0,2019-11-05.12:53:08
-leader-filters.7,26302351,91692858,fasttrim,1,761.984,26302351,-1,26302351,0,0,0,0,2019-11-05.12:53:12
livej,4847571,68993773,fasttrim,1,421.416,592952,-1,592952,0,0,0,0,2019-11-05.12:53:15
patent,3774768,16518948,fasttrim,1,1327.271,3774768,-1,3774768,0,0,0,0,2019-11-05.12:53:17
pokec,1632804,30622564,fasttrim,1,123.243,212042,-1,212042,0,0,0,0,2019-11-05.12:53:18
random,10000001,100000000,fasttrim,1,1281.669,455,-1,455,0,0,0,0,2019-11-05.12:53:23
rmat,9999994,100000000,fasttrim,1,1090.985,2203713,-1,2203713,0,0,0,0,2019-11-05.12:53:29
ssca2,1048577,157877986,fasttrim,1,125.349,11,-1,11,0,0,0,0,2019-11-05.12:53:33
wiki_link_en,12150977,378142420,fasttrim,1,945.91,37102,-1,37102,0,0,0,0,2019-11-05.12:53:45
wiki-links,5710993,130160392,fasttrim,1,508.966,7415,-1,7415,0,0,0,0,2019-11-05.12:53:50
wiki_talk_en,2987536,24981163,fasttrim,1,42.439,2611598,-1,2611598,0,0,0,0,2019-11-05.12:53:52
youtube-links,1138500,4942297,fasttrim,1,40.065,600414,-1,600414,0,0,0,0,2019-11-05.12:53:52
