model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,sccs,maxscc,size1,size2,size3,date
wiki_talk_en,2987536,24981163,fasttrim,8,8.381000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.13:13:02
youtube-links,1138500,4942297,fasttrim,8,9.121000,600414,-1,600414,0,600414,0,0,0,2019-11-08.13:13:02
baidu,2141301,17794839,trim,8,39.256000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.13:13:03
-bakery.6,11845035,40400559,trim,8,836.389000,2636196,47,2636196,2636196,2636196,2636196,0,0,2019-11-08.13:13:05
-cambridge.6,3354295,9483191,trim,8,278.418000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.13:13:06
dbpedia,3966925,13820853,trim,8,597.031000,1437127,109,1437127,1437127,1437127,1437127,0,0,2019-11-08.13:13:07
dbpedia-link,18268993,172183984,trim,8,215.721000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.13:13:13
-leader-filters.7,26302351,91692858,trim,8,1349.060000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.13:13:18
livej,4847571,68993773,trim,8,131.852000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.13:13:20
patent,3774768,16518948,trim,8,112.193000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.13:13:21
pokec,1632804,30622564,trim,8,31.495000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.13:13:22
random,10000001,100000000,trim,8,78.703000,455,2,455,455,455,455,0,0,2019-11-08.13:13:26
rmat,9999994,100000000,trim,8,201.678000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.13:13:30
ssca2,1048577,157877986,trim,8,8.558000,11,2,11,11,11,11,0,0,2019-11-08.13:13:34
wiki_link_en,12150977,378142420,trim,8,180.916000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.13:13:45
wiki-links,5710993,130160392,trim,8,93.823000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.13:13:49
wiki_talk_en,2987536,24981163,trim,8,17.914000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.13:13:52
youtube-links,1138500,4942297,trim,8,9.208000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.13:13:52
baidu,2141301,17794839,ufscc,8,172.228000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.13:13:53
-bakery.6,11845035,40400559,ufscc,8,616.556000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.13:13:55
-cambridge.6,3354295,9483191,ufscc,8,112.090000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.13:13:56
dbpedia,3966925,13820853,ufscc,8,99.522000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.13:13:56
dbpedia-link,18268993,172183984,ufscc,8,1775.796000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.13:14:04
-leader-filters.7,26302351,91692858,ufscc,8,441.419000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.13:14:08
livej,4847571,68993773,ufscc,8,1007.004000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.13:14:11
patent,3774768,16518948,ufscc,8,199.960000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.13:14:12
pokec,1632804,30622564,ufscc,8,455.682000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.13:14:13
random,10000001,100000000,ufscc,8,3295.415000,-1,-1,-1,877,-1,876,0,0,2019-11-08.13:14:20
rmat,9999994,100000000,ufscc,8,2787.735000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.13:14:27
ssca2,1048577,157877986,ufscc,8,487.049000,-1,-1,-1,31,-1,29,1,0,2019-11-08.13:14:32
wiki_link_en,12150977,378142420,ufscc,8,2691.702000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.13:14:45
wiki-links,5710993,130160392,ufscc,8,1675.831000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.13:14:51
wiki_talk_en,2987536,24981163,ufscc,8,179.197000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.13:14:54
youtube-links,1138500,4942297,ufscc,8,76.199000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.13:14:54
baidu,2141301,17794839,fasttrim,10,25.205000,598975,-1,598975,0,598975,0,0,0,2019-11-08.13:14:55
-bakery.6,11845035,40400559,fasttrim,10,85.885000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.13:14:56
-cambridge.6,3354295,9483191,fasttrim,10,23.151000,8412,-1,8412,0,8412,0,0,0,2019-11-08.13:14:57
dbpedia,3966925,13820853,fasttrim,10,45.317000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.13:14:57
dbpedia-link,18268993,172183984,fasttrim,10,190.926000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.13:15:03
-leader-filters.7,26302351,91692858,fasttrim,10,240.772000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.13:15:07
livej,4847571,68993773,fasttrim,10,61.952000,592952,-1,592952,0,592952,0,0,0,2019-11-08.13:15:09
patent,3774768,16518948,fasttrim,10,210.146000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.13:15:10
pokec,1632804,30622564,fasttrim,10,16.890000,212042,-1,212042,0,212042,0,0,0,2019-11-08.13:15:11
random,10000001,100000000,fasttrim,10,173.840000,455,-1,455,0,455,0,0,0,2019-11-08.13:15:15
rmat,9999994,100000000,fasttrim,10,161.243000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.13:15:19
ssca2,1048577,157877986,fasttrim,10,19.162000,11,-1,11,0,11,0,0,0,2019-11-08.13:15:23
wiki_link_en,12150977,378142420,fasttrim,10,145.155000,37102,-1,37102,0,37102,0,0,0,2019-11-08.13:15:34
wiki-links,5710993,130160392,fasttrim,10,70.772000,7415,-1,7415,0,7415,0,0,0,2019-11-08.13:15:38
wiki_talk_en,2987536,24981163,fasttrim,10,7.403000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.13:15:41
youtube-links,1138500,4942297,fasttrim,10,7.951000,600414,-1,600414,0,600414,0,0,0,2019-11-08.13:15:41
baidu,2141301,17794839,trim,10,30.635000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.13:15:42
-bakery.6,11845035,40400559,trim,10,712.911000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.13:15:44
-cambridge.6,3354295,9483191,trim,10,221.523000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.13:15:45
dbpedia,3966925,13820853,trim,10,484.403000,1437127,111,1437127,1437127,1437127,1437127,0,0,2019-11-08.13:15:46
dbpedia-link,18268993,172183984,trim,10,176.114000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.13:15:52
-leader-filters.7,26302351,91692858,trim,10,1265.169000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.13:15:57
livej,4847571,68993773,trim,10,98.598000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.13:15:59
patent,3774768,16518948,trim,10,94.446000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.13:16:00
pokec,1632804,30622564,trim,10,21.443000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.13:16:01
random,10000001,100000000,trim,10,59.911000,455,2,455,455,455,455,0,0,2019-11-08.13:16:05
rmat,9999994,100000000,trim,10,156.227000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.13:16:09
ssca2,1048577,157877986,trim,10,13.669000,11,2,11,11,11,11,0,0,2019-11-08.13:16:13
wiki_link_en,12150977,378142420,trim,10,108.910000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.13:16:24
wiki-links,5710993,130160392,trim,10,60.174000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.13:16:29
wiki_talk_en,2987536,24981163,trim,10,13.052000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.13:16:31
youtube-links,1138500,4942297,trim,10,7.648000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.13:16:32
baidu,2141301,17794839,ufscc,10,137.045000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.13:16:32
-bakery.6,11845035,40400559,ufscc,10,480.618000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.13:16:34
-cambridge.6,3354295,9483191,ufscc,10,93.566000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.13:16:35
dbpedia,3966925,13820853,ufscc,10,83.112000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.13:16:36
dbpedia-link,18268993,172183984,ufscc,10,1340.457000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.13:16:43
-leader-filters.7,26302351,91692858,ufscc,10,404.607000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.13:16:46
livej,4847571,68993773,ufscc,10,738.569000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.13:16:49
patent,3774768,16518948,ufscc,10,163.205000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.13:16:50
pokec,1632804,30622564,ufscc,10,347.607000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.13:16:51
random,10000001,100000000,ufscc,10,2357.916000,-1,-1,-1,877,-1,876,0,0,2019-11-08.13:16:58
rmat,9999994,100000000,ufscc,10,2164.943000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.13:17:04
ssca2,1048577,157877986,ufscc,10,424.611000,-1,-1,-1,31,-1,29,1,0,2019-11-08.13:17:08
wiki_link_en,12150977,378142420,ufscc,10,2416.982000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.13:17:21
wiki-links,5710993,130160392,ufscc,10,1033.495000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.13:17:27
wiki_talk_en,2987536,24981163,ufscc,10,172.137000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.13:17:29
youtube-links,1138500,4942297,ufscc,10,62.695000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.13:17:30
baidu,2141301,17794839,fasttrim,12,23.224000,598975,-1,598975,0,598975,0,0,0,2019-11-08.13:17:30
-bakery.6,11845035,40400559,fasttrim,12,77.725000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.13:17:32
-cambridge.6,3354295,9483191,fasttrim,12,20.582000,8412,-1,8412,0,8412,0,0,0,2019-11-08.13:17:32
dbpedia,3966925,13820853,fasttrim,12,44.259000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.13:17:33
dbpedia-link,18268993,172183984,fasttrim,12,173.430000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.13:17:39
-leader-filters.7,26302351,91692858,fasttrim,12,226.856000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.13:17:43
livej,4847571,68993773,fasttrim,12,55.589000,592952,-1,592952,0,592952,0,0,0,2019-11-08.13:17:45
patent,3774768,16518948,fasttrim,12,192.156000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.13:17:46
pokec,1632804,30622564,fasttrim,12,14.937000,212042,-1,212042,0,212042,0,0,0,2019-11-08.13:17:47
random,10000001,100000000,fasttrim,12,152.708000,455,-1,455,0,455,0,0,0,2019-11-08.13:17:51
rmat,9999994,100000000,fasttrim,12,145.199000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.13:17:55
ssca2,1048577,157877986,fasttrim,12,20.624000,11,-1,11,0,11,0,0,0,2019-11-08.13:17:59
wiki_link_en,12150977,378142420,fasttrim,12,132.469000,37102,-1,37102,0,37102,0,0,0,2019-11-08.13:18:10
wiki-links,5710993,130160392,fasttrim,12,62.045000,7415,-1,7415,0,7415,0,0,0,2019-11-08.13:18:14
wiki_talk_en,2987536,24981163,fasttrim,12,7.618000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.13:18:17
youtube-links,1138500,4942297,fasttrim,12,7.308000,600414,-1,600414,0,600414,0,0,0,2019-11-08.13:18:17
baidu,2141301,17794839,trim,12,26.771000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.13:18:18
-bakery.6,11845035,40400559,trim,12,636.803000,2636196,47,2636196,2636196,2636196,2636196,0,0,2019-11-08.13:18:20
-cambridge.6,3354295,9483191,trim,12,188.656000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.13:18:20
dbpedia,3966925,13820853,trim,12,398.076000,1437127,109,1437127,1437127,1437127,1437127,0,0,2019-11-08.13:18:21
dbpedia-link,18268993,172183984,trim,12,145.561000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.13:18:27
-leader-filters.7,26302351,91692858,trim,12,1180.346000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.13:18:32
livej,4847571,68993773,trim,12,93.417000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.13:18:34
patent,3774768,16518948,trim,12,83.757000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.13:18:35
pokec,1632804,30622564,trim,12,19.355000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.13:18:36
random,10000001,100000000,trim,12,57.386000,455,2,455,455,455,455,0,0,2019-11-08.13:18:40
rmat,9999994,100000000,trim,12,139.141000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.13:18:44
ssca2,1048577,157877986,trim,12,5.994000,11,2,11,11,11,11,0,0,2019-11-08.13:18:48
wiki_link_en,12150977,378142420,trim,12,121.270000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.13:18:59
wiki-links,5710993,130160392,trim,12,52.026000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.13:19:03
wiki_talk_en,2987536,24981163,trim,12,13.946000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.13:19:05
youtube-links,1138500,4942297,trim,12,6.783000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.13:19:06
baidu,2141301,17794839,ufscc,12,120.847000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.13:19:06
-bakery.6,11845035,40400559,ufscc,12,370.485000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.13:19:08
-cambridge.6,3354295,9483191,ufscc,12,112.966000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.13:19:09
dbpedia,3966925,13820853,ufscc,12,70.136000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.13:19:10
dbpedia-link,18268993,172183984,ufscc,12,1149.094000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.13:19:16
-leader-filters.7,26302351,91692858,ufscc,12,350.055000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.13:19:20
livej,4847571,68993773,ufscc,12,606.814000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.13:19:23
patent,3774768,16518948,ufscc,12,140.527000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.13:19:24
pokec,1632804,30622564,ufscc,12,285.538000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.13:19:25
random,10000001,100000000,ufscc,12,2149.456000,-1,-1,-1,877,-1,876,0,0,2019-11-08.13:19:31
rmat,9999994,100000000,ufscc,12,1826.777000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.13:19:37
ssca2,1048577,157877986,ufscc,12,300.098000,-1,-1,-1,31,-1,29,1,0,2019-11-08.13:19:41
wiki_link_en,12150977,378142420,ufscc,12,1759.742000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.13:19:53
wiki-links,5710993,130160392,ufscc,12,838.853000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.13:19:58
wiki_talk_en,2987536,24981163,ufscc,12,137.572000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.13:20:01
youtube-links,1138500,4942297,ufscc,12,52.670000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.13:20:01
baidu,2141301,17794839,fasttrim,14,22.138000,598975,-1,598975,0,598975,0,0,0,2019-11-08.13:20:02
-bakery.6,11845035,40400559,fasttrim,14,74.027000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.13:20:04
-cambridge.6,3354295,9483191,fasttrim,14,19.442000,8412,-1,8412,0,8412,0,0,0,2019-11-08.13:20:04
dbpedia,3966925,13820853,fasttrim,14,45.555000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.13:20:05
dbpedia-link,18268993,172183984,fasttrim,14,165.494000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.13:20:11
-leader-filters.7,26302351,91692858,fasttrim,14,202.515000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.13:20:14
livej,4847571,68993773,fasttrim,14,50.460000,592952,-1,592952,0,592952,0,0,0,2019-11-08.13:20:17
patent,3774768,16518948,fasttrim,14,173.354000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.13:20:17
pokec,1632804,30622564,fasttrim,14,14.745000,212042,-1,212042,0,212042,0,0,0,2019-11-08.13:20:18
random,10000001,100000000,fasttrim,14,142.713000,455,-1,455,0,455,0,0,0,2019-11-08.13:20:23
rmat,9999994,100000000,fasttrim,14,132.572000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.13:20:27
ssca2,1048577,157877986,fasttrim,14,15.231000,11,-1,11,0,11,0,0,0,2019-11-08.13:20:31
wiki_link_en,12150977,378142420,fasttrim,14,127.873000,37102,-1,37102,0,37102,0,0,0,2019-11-08.13:20:42
wiki-links,5710993,130160392,fasttrim,14,60.847000,7415,-1,7415,0,7415,0,0,0,2019-11-08.13:20:46
wiki_talk_en,2987536,24981163,fasttrim,14,6.315000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.13:20:48
youtube-links,1138500,4942297,fasttrim,14,6.562000,600414,-1,600414,0,600414,0,0,0,2019-11-08.13:20:49
baidu,2141301,17794839,trim,14,26.179000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.13:20:49
-bakery.6,11845035,40400559,trim,14,655.030000,2636196,47,2636196,2636196,2636196,2636196,0,0,2019-11-08.13:20:52
-cambridge.6,3354295,9483191,trim,14,186.601000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.13:20:52
dbpedia,3966925,13820853,trim,14,373.988000,1437127,109,1437127,1437127,1437127,1437127,0,0,2019-11-08.13:20:53
dbpedia-link,18268993,172183984,trim,14,139.131000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.13:20:59
-leader-filters.7,26302351,91692858,trim,14,1199.302000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.13:21:04
livej,4847571,68993773,trim,14,84.997000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.13:21:06
patent,3774768,16518948,trim,14,79.526000,3774768,21,3774768,3774768,3774768,3774768,0,0,2019-11-08.13:21:07
pokec,1632804,30622564,trim,14,19.224000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.13:21:08
random,10000001,100000000,trim,14,46.508000,455,2,455,455,455,455,0,0,2019-11-08.13:21:12
rmat,9999994,100000000,trim,14,138.978000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.13:21:16
ssca2,1048577,157877986,trim,14,5.883000,11,2,11,11,11,11,0,0,2019-11-08.13:21:20
wiki_link_en,12150977,378142420,trim,14,121.583000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.13:21:31
wiki-links,5710993,130160392,trim,14,49.964000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.13:21:35
wiki_talk_en,2987536,24981163,trim,14,11.426000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.13:21:37
youtube-links,1138500,4942297,trim,14,6.726000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.13:21:38
baidu,2141301,17794839,ufscc,14,99.073000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.13:21:38
-bakery.6,11845035,40400559,ufscc,14,373.600000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.13:21:40
-cambridge.6,3354295,9483191,ufscc,14,69.670000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.13:21:41
dbpedia,3966925,13820853,ufscc,14,62.111000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.13:21:42
dbpedia-link,18268993,172183984,ufscc,14,1049.526000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.13:21:48
-leader-filters.7,26302351,91692858,ufscc,14,326.388000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.13:21:52
livej,4847571,68993773,ufscc,14,581.748000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.13:21:55
patent,3774768,16518948,ufscc,14,129.901000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.13:21:56
pokec,1632804,30622564,ufscc,14,262.564000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.13:21:57
random,10000001,100000000,ufscc,14,1816.833000,-1,-1,-1,877,-1,876,0,0,2019-11-08.13:22:03
rmat,9999994,100000000,ufscc,14,1815.342000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.13:22:08
ssca2,1048577,157877986,ufscc,14,321.099000,-1,-1,-1,31,-1,29,1,0,2019-11-08.13:22:13
wiki_link_en,12150977,378142420,ufscc,14,1521.394000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.13:22:25
wiki-links,5710993,130160392,ufscc,14,793.501000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.13:22:30
wiki_talk_en,2987536,24981163,ufscc,14,140.163000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.13:22:33
youtube-links,1138500,4942297,ufscc,14,53.100000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.13:22:33
baidu,2141301,17794839,fasttrim,16,22.026000,598975,-1,598975,0,598975,0,0,0,2019-11-08.13:22:34
-bakery.6,11845035,40400559,fasttrim,16,70.148000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.13:22:35
-cambridge.6,3354295,9483191,fasttrim,16,18.921000,8412,-1,8412,0,8412,0,0,0,2019-11-08.13:22:36
dbpedia,3966925,13820853,fasttrim,16,44.237000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.13:22:36
dbpedia-link,18268993,172183984,fasttrim,16,161.258000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.13:22:42
-leader-filters.7,26302351,91692858,fasttrim,16,183.894000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.13:22:46
livej,4847571,68993773,fasttrim,16,48.150000,592952,-1,592952,0,592952,0,0,0,2019-11-08.13:22:48
patent,3774768,16518948,fasttrim,16,183.451000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.13:22:49
pokec,1632804,30622564,fasttrim,16,13.711000,212042,-1,212042,0,212042,0,0,0,2019-11-08.13:22:50
random,10000001,100000000,fasttrim,16,142.433000,455,-1,455,0,455,0,0,0,2019-11-08.13:22:54
rmat,9999994,100000000,fasttrim,16,126.283000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.13:22:58
ssca2,1048577,157877986,fasttrim,16,13.581000,11,-1,11,0,11,0,0,0,2019-11-08.13:23:02
wiki_link_en,12150977,378142420,fasttrim,16,130.953000,37102,-1,37102,0,37102,0,0,0,2019-11-08.13:23:13
wiki-links,5710993,130160392,fasttrim,16,57.847000,7415,-1,7415,0,7415,0,0,0,2019-11-08.13:23:17
wiki_talk_en,2987536,24981163,fasttrim,16,6.001000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.13:23:20
youtube-links,1138500,4942297,fasttrim,16,6.059000,600414,-1,600414,0,600414,0,0,0,2019-11-08.13:23:20
baidu,2141301,17794839,trim,16,25.741000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.13:23:21
-bakery.6,11845035,40400559,trim,16,626.468000,2636196,47,2636196,2636196,2636196,2636196,0,0,2019-11-08.13:23:23
-cambridge.6,3354295,9483191,trim,16,182.487000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.13:23:23
dbpedia,3966925,13820853,trim,16,369.397000,1437127,112,1437127,1437127,1437127,1437127,0,0,2019-11-08.13:23:24
dbpedia-link,18268993,172183984,trim,16,138.817000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.13:23:30
-leader-filters.7,26302351,91692858,trim,16,1177.052000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.13:23:35
livej,4847571,68993773,trim,16,85.095000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.13:23:37
patent,3774768,16518948,trim,16,77.221000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.13:23:38
pokec,1632804,30622564,trim,16,20.488000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.13:23:39
random,10000001,100000000,trim,16,46.372000,455,2,455,455,455,455,0,0,2019-11-08.13:23:43
rmat,9999994,100000000,trim,16,132.188000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.13:23:47
ssca2,1048577,157877986,trim,16,6.173000,11,2,11,11,11,11,0,0,2019-11-08.13:23:51
wiki_link_en,12150977,378142420,trim,16,112.300000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.13:24:02
wiki-links,5710993,130160392,trim,16,71.689000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.13:24:06
wiki_talk_en,2987536,24981163,trim,16,11.265000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.13:24:09
youtube-links,1138500,4942297,trim,16,6.437000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.13:24:09
baidu,2141301,17794839,ufscc,16,89.322000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.13:24:10
-bakery.6,11845035,40400559,ufscc,16,337.926000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.13:24:11
-cambridge.6,3354295,9483191,ufscc,16,66.530000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.13:24:12
dbpedia,3966925,13820853,ufscc,16,58.022000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.13:24:13
dbpedia-link,18268993,172183984,ufscc,16,889.429000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.13:24:20
-leader-filters.7,26302351,91692858,ufscc,16,300.956000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.13:24:23
livej,4847571,68993773,ufscc,16,524.704000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.13:24:26
